Embedded,Keptentry,creatorType,machineReadableDate,holdings,oclcNumber,mainTitle,firstName,secondName,isPrimary,publisherName,publicationPlace,GeographicRegion,Geographic,itemLanguage,physicalDescription,Author_1_FirstName,Author_1_SecondName,Author_1_Gender,Author_2_FirstName,Author_2_SecondName,Author_2_Gender,Author_3_FirstName,Author_3_SecondName,Author_3_Gender,Author_4_FirstName,Author_4_SecondName,GenderAuthor_4,Authorgenders,MajorityAuthorGender,FirstAuthorGender,Author_5_FirstName,Author_5_SecondName,Author_6_FirstName,Author_6_SecondName,Author_7_FirstName,Author_7_SecondName,Author_8_FirstName,Author_8_SecondName,Summary,NoSummary_coding,TB_Test,Typeofbook,Frame#1_Disempowerment,Frame#2_Poverty_poor,Frame#3_Women,Frame#4_SelfHelp,Frame#5_FinancialInclusion,Frame#6_Innovation,Frame#7_Organizationaltype,Frame#8_Money_Moneymanagement,Frame#9_MarketLed_Commercialization,Frame#10_Development_Sustainabledevelopment,Frame#11_Technology,Frame#12_Publicpolicy,Frame#13_ReligiousMicrofinance,Frame#14_Systemappraisal,Frame#15_Debt_Indebtedness,Frame#16_Interpersonalrelationships,Frame#17_Evaluation,Frame#18_Powerissues,Frame#19_Politicalaspirations,Frame#20_Ethics,Frame#21_Affects,Paperstoexclude,Tag,PublicationDate,HoldingRank25,HoldingRank10
 ,1,person,2008,1260,258102749,"Fiery dragons : banks, moneylenders and microfinance in Burma / Sean Turnell",Sean,Turnell,1,NIAS Press,Copenhagen,3,15,eng,"xxiii, 387 pages ; 23 cm.",Sean,Turnell,M, , , , , , , , , ,1,1,1, , , , , , , , ,"This book explores the present circumstances of Burma’s financial malaise, but does not neglect how it got there. Opening its account at the dawn of the colonial era, Fiery Dragons tells the story of Burma's financial system – of its banks, moneylenders and 'microfinanciers' – through to the present day, to the events that in our times bring the Burmese people out into their streets to demand something better. It argues that Burma's financial system matters, and that the careful study of this system can tell us much about Burma (and something about other developing countries, too). While financial systems and institutions matter in all countries, the book argues that they especially count in Burma. Events in the financial and monetary sphere have been unusually – spectacularly – prominent in Burma's turbulent modern history. From the Chettiars and the alienation of the land to the backlash against the foreign moneylender. From the great state banks of the democracy years to the Orwellian 'people's banks' of the Burma way to socialism. From Burma's bizarre demonetization experiences to the rise and crash of the entrepreneurial bankers. And from the money launderers to the practitioners of microfinance. The story of Burma's financial system and its players is one that has shaped the country. It is a dramatic story, and an important one. -- Provided by publisher", ,CS,CS,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,2008,    4.00,10
 ,1,person,2011,1255,717302747,"Towards financial inclusion in India / K.G. Karmakar, G.D. Banerjee, N.P. Mohapatra",K. G.,Karmakar,1,SAGE,Los Angeles,1,1,eng,"xx, 575 pages : illustrations ; 23 cm",K. G.,Karmakar,M,Gangadhar,Banerjee,M,N. P.,Mohapatra,M, , , ,5,1,1, , , , , , , , ,"A treatise on 'financial inclusion of the Last, the Lost and the Least in India'. It provides an analysis of the various pillars of financial inclusion such as micro-remittance, micro-savings, micro-credit and micro-insurance. It stresses on financial literacy and counseling, which are core to the achievement of financial inclusion.", ,CS,CS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2011,    4.00,10
 ,1,person,2012,188,1229201198,The microfinance impact / Ranjula Bali Swain,Ranjula,Bali Swain,1,Routledge,London,2,2,eng,"xx, 139 p. : ill., map.",Ranjula,Bali Swain,F, , , , , , , , , ,2,2,2, , , , , , , , ,"Financial inclusion through microfinance has become a powerful force in improving the living conditions of poor farmers, rural non-farm enterprises and other vulnerable groups. In its unique ability to link the existing extensive network of India' s rural bank branches with the Self Help Groups (SHG), the National Bank of Agriculture and Rural Development (NABARD) has covered up to 97 million poor households by March 2010 under its Self Help Group Bank Linkage Programme. Policy-makers have proclaimed SHGs as ' ' the most potent ..",1, ,RE,0,1,0,1,0,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0, ,0,2012,    2.00,5
 ,1,person,2011,182,1040464438,Rethinking development strategies in Africa : the triple partnership as an alternative approach : the case of Uganda / Johnson W. Makoba,J. Wagona,Makoba,1,Peter Lang,Bern,3,5,eng,269 p. ; 23 cm.,J. Wagona,Makoba,M, , , , , , , , , ,1,1,1, , , , , , , , ,"Focuses on how development-oriented non-governmental organizations (NGOs) and microfinance institutions (MFIs) are suited to the dual development process of improving the wellbeing and empowerment of the poor and other marginalized people (especially women) in Africa and other developing countries, focusing on Uganda.",1, ,CS,1,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0, ,0,2011,    2.00,5
 ,1,person,2005,29,502972382,"Micro-finance for women : necessities, systems, and perceptions / Samirendra Nath Dhar",Samirendra Nath,Dhar,1,Northern Book Centre,New Delhi,4,7,eng,"xvi, 103 pages",Samirendra Nath,Dhar,M, , , , , , , , , ,1,1,1, , , , , , , , ,"Google books
Micro-finance has been holding the interest of researchers, scholars and practitioners for some time now because of its development implications and impact on women empowerment. Women micro-entrepreneurs in addition to facing serious bottlenecks like male domination and social taboos also suffer from dearth of capital to finance their economic activities. Micro-finance as a major development strategy provides a practical approach to attack the vices of poverty, especially for women. The book deals with - Concepts of micro-finance, systems of micro-finance delivery, i.e., the savings and credit linkages of Self Help Groups with banks, different likage models. - Activities of institutions like the NABARD and SIDBI in linking groups and the features of the SGSY launched by the Government. - The role played by a regional Rural Bank in North Bengal in formation and linking of SHGs. - The perception of women micro-entrepreneurs towards micro-financing schemes and SHGs, their activities in SHGs, their problems and constraints in dealing with banks and role and perception of bank officials. - Impact of micro-finance schemes on women using socio-economic indicators. - Policy implications for better administration of Micro-finance schemes. The book aims at attracting readership among: - Micro-finance practitioners - Government agencies engaged in Micro-financing Activities - NGOs - Banks and Funding Agencies - Students of Micro-finance and Developmental Studies as a supplementary text - Policy makers.",1, ,RE,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0, ,0,2005,    1.00,1
 ,1,person,2012,29,759770169,Resource mobilisation through SHGs in urban villages / Chittaranjan Dash,Chittaranjan,Dash,1,Concept Pub. Co.,New Delhi,4,7,eng,"xxvi, 186 pages : illustrations, maps ; 22 cm",Chittaranjan,Dash,M, , , , , , , , , ,1,1,1, , , , , , , , ,"Study conducted in Delhi, India (NB: available on Amazon)", , ,CS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2012,    1.00,1
 ,1,person,2021,32,1267388680,SME finance: : constraints and an information asymmetric perspective / Chokey Wangmo and Sardar M. N. Islam,Chokey,Wangmo,1,Nova Science Publishers,New York,1,1,eng,"xxii, 318 pages : illustrations ; 23 cm.",Chokey,Wangmo,F,Sardar M. N.,Islam,M, , , , , , ,10,3,2, , , , , , , , ,"""This book, titled SME Finance: Constraints and an Information Asymmetric Perspective, studies the gap between bank financing and the small and medium sized enterprises (SME) sector, based on the economic theories of information asymmetry and agency theory. Access to finance continues to remain one of the key constraints faced by SMEs to start and expand businesses, particularly in the developing economies where access to bank loans is subject to the availability of collateral. The SME financing gap, studied from the perspectives of both the key actors - banks and SMEs - is well presented in this book. The authors have used Sequential Explanatory Design, a mixed methodology, to collect data from SMEs and banks. The econometric model of the study represented SMEs' debt accessibility as a function of independent variables of loan repayment capacity, financial information, characteristics of the firm and owner and bank loan characteristics. The book provides empirical evidence that SME financing constraints are caused by factors arising from SMEs as well as the banks, primarily SMEs' high information opacity and banks' imposition of collateral to offset the credit risk. In the estimation of the econometric model, the size of collateral and owner's equity were among the most significant predictor variables. Likewise, the thematic analysis of interview data of credit officers to understand the banks' lending behavior evidenced a strong positive relationship between the size of the collateral and owner's equity and access to bank loans. SMEs' high information opacity and credit risk induced adverse selection and credit rationing on the part of finance providers. The findings of this book contribute towards academic literature on developing economies characterized by limited data available for academic and empirical research. This book provides a unique example of rigorous research on SME finance within an information economics framework. The theoretical issues are nicely balanced by the practical application of information economics to an emerging market. It can be used as a reference by researchers, academics, practitioners and policy makers in the areas of development finance, banking, development economics, microfinance and rural development. In addition, it can be used as an academic reference for a finance subject at the Master's or Doctoral level. The book is relevant to key stakeholders in understanding the debt inaccessibility from SMEs and the banks in drafting policies and measures to address the SME financing gap""-- Provided by publisher", , ,RE,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0, ,0,2021,    1.00,2
 ,1,person,2009,76,1131482583,Women's health and poverty alleviation in India / K.S. Mohindra,Katia S.,Mohindra,1,Academic Foundation,New Delhi,4,7,eng,150 pages : illustrations ; 24 cm,Katia S.,Mohindra,F, , , , , , , , , ,2,2,2, , , , , , , , ,"Using a multidisciplinary approach, this volume contemplates whether microcredit can be considered a ""pro-health"" poverty alleviation for Indian women. The links between poverty and women's health are investigated from a theoretical perspective, which draws upon economist Amartya Sen's capability approach and population-health models, as well as from an empirical perspective--based on a study examining female participation in self-help groups and their health. This monograph will be of interest to those focused on population health, poverty reduction, and women's development.--Publisher's description",1, ,CS,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0, ,0,2009,    1.00,3
E,1,person,2021,167,1337740608,Just money mission-driven banks and the future of finance / Katrin Kaufer and Lillian K. Steponaitis,Katrin,Kaufer,1,The MIT Press,"Cambridge, Massachusetts",1,1,eng,"1 libro electrónico ( XIV, 174 p.).",Katrin,Kaufer,F,Lillian K.,Steponaitis,F, , , , , , ,4,2,2, , , , , , , , ,"How to use finance as a tool to build a more equitable and sustainable society. Money defines our present and will shape our future. Every investment decision we make adds a chapter to the story of what our world will look like. Although the idea of mission-based finance has been around for decades, there is a gap between organizations' stated intention to ""do good"" and meaningful impact. Still, some are succeeding. In Just Money, Katrin Kaufer and Lillian Steponaitis take readers on a global tour of financial institutions that use finance as a force for good. Kaufer and Steponaitis visit a bank in Europe that bases its business model on full transparency; a credit union in Canada that designed an alternative to payday lending for its community; and microfinance institutions in El Salvador and Bangladesh that provide financing to small-business clients who do not have access to the mainstream banking system. They discuss what it takes to build and operate a mission-focused business, whether the Just Banking model is scalable in the face of systemic barriers, and how to assess impact effectively. Finally, they introduce the logic of ecosystem finance, in which business decisions align with societal needs. Doing so requires more than adding impact indicators; it requires developing a new business model. With Just Money, Kaufer and Steponaitis remind us that money, if used intentionally and equitably, can be just money-a tool that serves nature, human development, and social justice. [Resumen de editor]", , ,M,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0, ,0,2021,    2.00,4
 ,1,person,2014,166,841199177,"The universal social safety-net and the attack on world poverty : pressing need, manageable cost, practical possibilities, favourable spillovers / Anthony Clunies-Ross and Mozammel Huq",Anthony,Clunies Ross,1,"Routledge, Taylor & Francis Group",London,2,2,eng,"xxii, 200 pages : illustrations ; 24 cm.",Anthony,Clunies Ross,M,M. M.,Huq,M, , , , , , ,3,1,1, , , , , , , , ,"Amazon 
The book is concerned with strategy and tactics for directing that small slice of world income into filling the gap. This must be done country by country, on the initiative of each country’s government: with the maximum involvement of its own civil society, and with the rich world also making a contribution. To add momentum, the international community needs to adopt targets far more specific than the fifty percent extreme ‘poverty reduction’ of the first Millennium Development Goal.",1, ,M,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,2014,    2.00,4
 ,1,person,2018,710,1057891704,"Essays in innovative risk management methods : based on deterministic, stochastic and quantum approaches / Marco Desogus and Elisa Casu",Marco,Desogus,1,Anaphora Literary Press,"Quanah, Texas",1,1,eng,60 pages : illustrations ; 24 cm,Marco,Desogus,M,Elisa,Casu,F, , , , , , ,9,3,1, , , , , , , , ,"This analysis works towards overcoming the current business valuation logic as prevalently set by banks and other credit entities or, more generally, within risk capital markets. Current banking practice applies rigorous deterministic valuations that are based entirely on indices and ratios. Present accounting models are also poor representations of the correct money-credit-production-income mechanisms. This research proposes reforms for methods of business evaluation and determining the relative solidity or probability of insolvency. Each of the themes treated has its own identity, however they are integrated in relation to problems related to bank risk management and relevant creditworthiness assessments", , ,HT,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2018,    3.00,8
 ,1,person,2007,705,191857930,"A billion bootstraps : microcredit, barefoot banking, and the business solution for ending poverty / Phil Smith, Eric Thurman",Philip B.,Smith,1,McGraw-Hill,New York,1,1,eng,"xiii, 224 pages, [8] pages de planches : illustrations ; 24 cm",Philip B.,Smith,M,Eric,Thurman,M, , , , , , ,3,1,1, , , , , , , , ,"Am    A bold manifesto by two business leaders, A Billion Bootstraps shows why microcredit is the world's most powerful poverty-fighting movement-and an unbeatable investment for your charitable donations.  A Billion Bootstraps unearths the roots of the microcredit revolution, revealing how the pioneering work of people such as Dr. Muhammad Yunus-winner of the 2006 Nobel Peace Prize-is giving hope to billions. Philanthropist and self-made millionaire Phil Smith and microcredit expert and consultant Eric Thurman provide a riveting narrative that explores how these small loans, arranged by “barefoot bankers,” enable impoverished people to start small businesses, support their families, and improve local economies. By paying back their loans instead of simply accepting handouts, men and women around the world are continually giving others the same opportunity to change their futures.  Smith and Thurman also examine why traditional charity programs, while providing short-term relief, often perpetuate the problems they are trying to alleviate, and how applying investment principles to philanthropy is the key to reversing poverty permanently.  A Billion Bootstraps explains how ordinary people can accelerate the microcredit movement by investing charitable donations in specific programs and then leveraging those contributions so the net cost to lift one person out of poverty is remarkably low. You'll discover how to get more for your money by donating with the mind-set of an investor and calculating measurable returns-returns that will change lives and societies forever.",1, ,RE,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1, ,0,2007,    3.00,8
 ,1,person,2010,702,459209269,Linking up and reaching out in Bangladesh : information and communications technology for microfinance / Henry K . Bagazonzya [and others],Henry K.,Bagazonzya,0,World Bank,"Washington, D.C.",1,1,eng,"xii, 132 pages : illustrations ; 23 cm",Henry K.,Bagazonzya,M, , , , , , , , , ,1,1,1, , , , , , , , ,"This book presents a new paradigm for introducing technology in the microfinance industry of Bangladesh that could help ameliorate current constraints. Under the new paradigm, a centralized Information and communication technology (ICT) platform will be established to serve the microfinance industry of Bangladesh and technology will be deployed more rapidly to Microfinance Institutions (MFIs) in all parts of the microfinance value chain, from the head office to branch offices, loan officers, and clients. Unlike in the traditional paradigm, the technology needs of all MFIs will be pooled together in one central office. The central office will offer technology tools, services, and know-how to MFIs throughout the country. Several benefits will be achieved under this new paradigm: i) because all technology needs will be pooled in one place, the central office will be able to exploit economies of scale and offer technology services to MFIs at a lower cost; and ii) because their technology needs will be outsourced, MFI staff will no longer need to devote as much time and effort to learning new technologies. The central office will provide all technology-related training and support", , ,HT,0,0,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0, ,0,2010,    3.00,8
E,1,person,2011,881,663950553,"Islamic capital markets : products and strategies / M. Kabir Hassan, Michael Mahlknecht",Kabir,Hassan,1,Wiley,"Chichester, West Sussex, U.K",2,2,eng,"xxvii, 452 pages : illustrations ; 25 cm.",Kabir,Hassan,M,Michael,Mahlknecht,M, , , , , , ,3,1,1, , , , , , , , ,"""The standardization of Islamic financial products is currently evolving, both for Islamic derivatives & hedging methods and for Islamic bonds (Sukuk) and the process of standardization is expected to start soon also for other Islamic instruments. Islamic capital markets, and Islamic finance in general, is experiencing global rapid growth and is currently receiving more consideration also by non-Islamic investors. Islamic Finance is based on the prohibition of interest (""Riba""), excessive uncertaintly (""Gharar"") and gambling (""Maysir"" or ""Qimar""). From these foundations, conventional financial products, such as interest-bearing instruments, options, forwards, futures, and insurances, as well as conventional practices like short-selling and leveraging, are not compliant with Islamic law (""Shariah""). Nevertheless, the Islamic finance industry has undertaken considerable efforts to create products and solutions of the same value, in many instances by replicating conventional structures in a Shariah-compliant manner. This has led to discussions between scholars and practitioners, as some scholars regard specific replication techniques merely as ploys and ruses. While no definite answer can be given yet concerning the question of Shariah-compliance for every single instrument, some trends are emerging in this dynamic market. Islamic derivative products are essential for asset management and risk management in any Islamic context, and provide answers to many of the investors' needs. This book covers all Islamic derivatives and structured products including state of the art Islamic short-selling methods used by hedge funds and gives a comprehensive overview of current Islamic capital markets. It takes a practical approach addressing practical issues in risk management and investing for both Islamic and non-Islamic readers. .Contents A. Introduction B. Islamic capital market instruments 1. Hedging and Islamic derivatives (explaining many de facto practices used by Islamic financial institutions, and potential future applications not yet broadly applied; standardization and financial engineering) 2. Sukuk (Islamic bonds, current trends and issues in the market, standardization etc.) 3. Islamic funds (incl. specific hedge-fund practices, Islamic REITs, Islamic Private Equity funds, brief overview on market indices) 4. Islamic structured products (all currently existing types of Shariah-compliant structuring principles, example products, etc.) C. Islamic risk management 1. Risk management issues in Islamic contracts (overview, main types of risk, differences to risk management in conventional finance, etc.) 2. Basel II for Islamic financial instruments (brief overview on IFSB rules, etc.) 3. Risk management of basic financing modes (analysing all basic Islamic financing modes, e.g. Murabaha, PLS modes, with regards to their intrinsic risk and their management, as well as their Basel II risk weights etc.) 4. Risk management of Islamic funds (market risk, credit risk ...) 5. Risk management of Sukuk (market risk, credit risk, operational risks ...) 6. Risk management of Islamic structured products D. Outlook E. Annex 1. Bibliography 2. Index""-- Provided by publisher", , ,M,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0, ,0,2011,    4.00,9
 ,1,person,2014,875,849822647,The sustainable MBA : a business guide to sustainability / Giselle Weybrecht,Giselle,Weybrecht,1,Wiley,"Chichester, West Sussex, United Kingdom",2,2,eng,"xxi, 456 pages ; 24 cm",Giselle,Weybrecht,F, , , , , , , , , ,2,2,2, , , , , , , , ,"Whether you are an employee, a manager, an entrepreneur or a CEO, The Sustainable MBA Second Edition provides the knowledge and tools to help you green your job and organization, to turn sustainability talk into action for the benefit of your bottom line and society as a whole.z", , ,HT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, ,0,2014,    4.00,9
 ,1,person,2007,874,502891087,"Making finance work for Africa / Patrick Honohan, Thorsten Beck",Patrick,Honohan,1,World Bank,"Washington, D.C.",1,1,eng,"xviii, 240 pages + 1 disque optique compact (DOC) ; 12 cm (localisé au Comptoir du prêt)",Patrick,Honohan,M,Thorsten,Beck,M, , , , , , ,3,1,1, , , , , , , , ,"Drawing on its extensive experience in helping restructure and reform financial systems, the World Bank examines the state of African domestic financial systems in a global comparison. It identifies promising trends as well as pinpointing the major shortcomings that are observed across sub-Saharan Africa.", , ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, ,0,2007,    4.00,9
E,1,person,2012,874,822834546,Migrant remittances and development in the global economy / Manuel Orozco,Manuel,Orozco,0, ,"Boulder, CO",1,1,eng,pages cm,Manuel,Orozco,M, , , , , , , , , ,1,1,1, , , , , , , , ,"Manuel Orozco moves beyond the numbers to provide a uniquely comprehensive, historically informed overview and analysis of the complex role of migrant remittances in the global economy. Drawing on empirical data from five continents and firmly grounded in theory, Orozco's work reflects the evolution of our understanding about the importance of migrant remittances and the policies that govern them.", , ,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2012,    4.00,9
E,1,person,2014,222,864676578,"The moral economy : poverty, credit, and trust in early modern Europe / Laurence Fontaine, Centre National de la Recherche Scientifique, France",Laurence,Fontaine,1,Cambridge University Press,New York,1,1,eng,"vii, 320 pages ; 23 cm",Laurence,Fontaine,F, , , , , , , , , ,2,2,2, , , , , , , , ,"""The Moral Economy examines the nexus of poverty, credit, and trust in early modern Europe. It starts with an examination of poverty, the need for credit, and the lending practices of different social groups. It then reconstructs the battles between the Churches and the State around the ban on usury, and analyzes the institutions created to eradicate usury and the informal petty financial economy that developed as a result. Laurence Fontaine unpacks the values that structured these lending practices, namely, the two competing cultures of credit that coexisted, fought, and sometimes merged: the vibrant aristocratic culture and the capitalistic merchant culture. More broadly, Fontaine shows how economic trust between individuals was constructed in the early modern world. By creating a dialogue between past and present, and contrasting their definitions of poverty, the role of the market, and the mechanisms of microcredit, Fontaine draws attention to the necessity of recognizing the different values that coexist in diverse political economies.""--Back cover", , ,M,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0, ,0,2014,    2.00,5
 ,1,person,2000,221,44926914,"Rural financial markets in Asia : policies, paradigms, and performance / by Richard L. Meyer and Geetha Nagarajan",Richard L.,Meyer,1,Oxford University Press,Oxford,2,2,eng,"xvi, 401 pages ; 24 cm.",Richard L.,Meyer,M,Geetha,Nagarajan,F, , , , , , ,9,3,1, , , , , , , , ,"""This volume, presents a summary of the conceptual evolution that has occurred in rural financial markets since the 1970s. The development of rural financial markets in Asia has been a movement from mandates to markets: the failure of directed credit in many developing Asian countries and the development of microfinance contributed to the emergence of a new market-based paradigm. However, many Asian countries have yet to adopt the new paradigm. The transition countries need to create financial markets involving transformation from a state-planned to a market-based economy. Based on the experiences of three Asian flagship financial institutions, and analysis of other financial institutions, a three-pronged framework for building financial markets is developed: creating the policy environment, building financial infrastructure, and institutional development.""--Jacket", , ,RE,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0, ,0,2000,    2.00,5
 ,1,person,2001,47,48741637,The alchemy of microfinance : the evolution of the Indonesian People's Credit Banks (BPR) from 1895 to 1999 and a contemporary analysis / Dirk Steinwand,Dirk,Steinwand,1,VWF,Berlin,3,4,eng,"364 pages : illustrations, map ; 21 cm.",Dirk,Steinwand,M, , , , , , , , , ,1,1,1, , , , , , , , ,"Google books
Whereas microfinance initiatives in most developing countries only started some two decades ago, Indonesiás Peoplés Credit Banks (BPR) have an amazing history of more than 100 years. This book reviews their history from the first failed Dutch trials to replicate the Raiffeisen-Bank model, through times of financial repression as well as times of financial liberalization up to the recent financial crisis of 1997-99. The second part of the book analyses the present performance of the BPR.",1, ,CS,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,2001,    1.00,2
 ,1,person,2009,46,298076834,"Women empowerment through capacity building : the role of microfinance / Christabell, P.J",P. J.,Christabell,1,Concept Pub. Co.,New Delhi,4,7,eng,263 pages : illustrations ; 23 cm,P. J.,Christabell,F, , , , , , , , , ,2,2,2, , , , , , , , ,"Microfinance is the provision of financial services to those who are excluded from conventional commercial financial services since most are too poor to offer much - or anything - in the way of collateral. It presents a series of exciting possibilities for extending markets, reducing poverty and fostering social change. This book assesses the role of microfinance in building up economic and democratic capacity of women and thereby enhancing their empowerment in India, with special reference to the state of Kerala, India. Evaluating the performance of Self-Help Groups (SHGs), it tries to identify the factors that contribute to their successul performance and sustainability. It also studies the level of participation of women in SHGs and examines the group dynamics that influence their participation. The extent of participation of the poor in the micro-finance institutions has been analysed as well", , ,E,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0, ,0,2009,    1.00,2
 ,1,person,2004,46,491956988,Rural microfinance in Argentina after the tequila crisis / Mark Schreiner,Mark,Schreiner,1,E. Mellen Press,Lewiston,1,1,eng,IX-218 p. ; 24 cm.,Mark,Schreiner,M, , , , , , , , , ,1,1,1, , , , , , , , ,"Amazon
The banking contraction caused by Argentina's ""Tequila Crisis"" (brought on by the devaluation of the Mexican Peso), among other factors, has constrained access to financial services by small, rural producers. Schreiner (Center for Social Development, Washington U. in St. Louis) surveys these factors, describing the ways in which producers use financial services and looking at the current institutional forms of finance supply. He investigates mismatches in finance supply and demand and suggests improvements in the micro and macro structure of the market for long-term access to rural microfinance. Annotation ©2004 Book News, Inc., Portland, OR (booknews.com)",1, ,CS,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0, ,0,2004,    1.00,2
 ,1,person,2015,24,928408379,Women and microfinance : prospects and challenges / Amit Kumar,Amit Kumar, ,1,Rawat Publications,Jaipur,4,7,eng,"xiv, 233 pages : illustrations ; 23 cm",Amit Kumar, ,M, , , , , , , , , ,1,1,1, , , , , , , , ,"AM Microfinance has been widely recognized today as an effective tool in combating poverty and empowering the world's marginalized populations. Case studies have highlighted its potential role in creating social capital and advancing human development. Women throughout the world contribute to the economic growth and sustainable livelihoods of their families and communities. In India, many of the microfinance programs target women - the most vulnerable segment of the society. This book investigates the relationship between microfinance and women in Rajasthan. Rajasthan, a predominately feudal society in India, is a relatively backward state with respect to microfinance movement. Low literacy rates among women, sparsely distributed population in hamlets in far-off villages, a well-established caste system - all these combine to give a very different flavor to the whole microfinance movement in Rajasthan. The book not only examines women empowerment and income earning opportunities, but management, livelihood skills, sustainability, and social acceptance of the whole movement. [Subject: India Studies, Women's Studies, Economics, Finance, Development Studies, Poverty Studies]", , ,CS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2015,    1.00,1
 ,1,person,2009,23,465910542,Financial sustainability of micro financing / A.P. Pati,A. P.,Pati,1,Gyan Pub. House,New Delhi,4,7,eng,289 pages : illustrations ; 23 cm,A. P.,Pati,M, , , , , , , , , ,1,1,1, , , , , , , , ,"AM s a tool of economic development of the poor people living below poverty line, micro finance has been a tremendous success in recent years. In developing economies including India this is in vogue for quite some time. Its success is vindicated by the conferment of Noble Prize on the pioneer, Dr. Mohammad Yunus and has ignited serious thinking by academicians, researchers, practitioners and policy makers. Recent years have seen a plethora of research works on this subject its effectiveness, outreach, sustainability, impact, regulation etc. Most importantly the sustainability aspect is highly emphasised as the outreach has reached a sizeable number of households, particularly in India. This book precisely delves into the aspect of sustainability of Self Help Groups (SHGs) and of the most acclaimed programme of micro financing, i.e., SHGBank Linkage Programme (SBLP) launched by NABARD in early nineties. The primary data base for this work is from a most micro finance deserving states of North East India, i.e., Meghalaya where more than 80 percent of population lives in rural areas and more than onethird lives below poverty line. From a survey of credit linked SHGs sustainability variables of SHGs, its linked banks and of the SBLP have been identified and finally an index has been prepared to scale the sustainability of the programme as a whole. This type of work particularly on grassroots organisations like SHGs is very scanty. In North East this is the first of its kind which provides a detailed picture about the financial conditions of SHGs and their longterm prospects. This work is a supplement to further research work as the SBLP programme About The Author: Ambika Prasad Pati (b. 1969) is a Post Graduate in Commerce from Utkal University. Also completed his M.Phil., LL", , ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2009,    1.00,1
 ,1,person,2002,23,53019299,Microcredit and microentrepreneurship : collateral free loan at work in Bangladesh / Wali I. Mondal,Wali I.,Mondal,1,Academic Press and Publishers,"Dhaka, Bangladesh",4,8,eng,"ix, 152 pages ; 22 cm",Wali I.,Mondal,M, , , , , , , , , ,1,1,1, , , , , , , , ,"Pbs.com.bd
Bangladesh in the leader of collateral free microcredit model. More than 25 million poor people from over 50 countries of the world are benefiting from microcredit.. There was, however, a void in microcredit literature about its origin. Collateral free microcredit dates back to 1905 when Rabindranath Tagore founded kaligram Krishi Bank in Patishar in the district of Naogaon. This book traces the events leading to the establishment of kaligram Krishi Bank by poet Tagore who was the landlord of Patishar area.
The microfinance institutes (MFIs) of Bangladesh are unique in that they work as bankers to the poor but they are not banks. The MFIs are part of the Nongovernmental Organizations (NGOs) providing a variety of loan products to the poor people according to the missions of their parent NGOs. The book analyzes the oligopoly in the microcredit market of Bangladesh. The book also evaluates the contributions of microcredit industry in Bangladesh in non-technical terms.",1, ,CS,0,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1, ,0,2002,    1.00,1
